ID, Label, Mean 0, Mean 1, Aff 0, Aff 1, Eff 0, Eff 1
0,' ',7.64788527357629,0.6392576902263736,1.285868816463299,0.9923007807901144,0.3727234326580412,0.6508255313972481
1,' ',9.427636520292456,7.679501907834528,0.6123991892569963,0.7031191021063331,0.8329455704153104,0.6092858725529232
2,' ',5.740595937930743,1.4939483124707376,0.6373484165868732,0.6758348880629219,0.252383556860754,0.11799724958609469
3,' ',9.301920420199833,3.2705548120754524,1.3244693998754198,0.5561561071163638,0.2825352141128794,0.2583397265836809
4,' ',0.30432517523390157,1.2693043531928894,0.7533808187848028,0.5777612278315117,0.6729533144984656,0.05175896564119786
5,' ',2.5786284878301933,7.3333335360695795,1.105848925506514,1.1564649576402255,0.5398288046175149,0.13502954171816697
6,' ',3.376267915261736,8.376140264423443,1.4058619191182822,1.241903621881546,0.6535938373090486,0.8463454906964057
7,' ',0.7659224048067903,1.4000022039067161,0.7413987546062673,1.4884011714966592,0.5344736046731132,0.2257277448198587
8,' ',7.234073784450565,3.086786889741997,0.5396997002608599,0.5507429836754095,0.5579431300047033,0.0724789244724417
9,' ',9.407438056489116,1.88743554286241,1.1586550407014289,0.8172789584717097,0.7449108572928155,0.6587924545773951
10,' ',2.724253349913166,1.1450836925367347,1.2586590674052767,0.8309069903702363,0.35870919369455745,0.08209844666095217
11,' ',0.08691156638039099,8.965984790385695,0.850208348998582,0.5274555854437407,0.9771786674124404,0.4610261906359872
12,' ',3.0719545811489235,6.66195189239379,1.405978498386581,0.6937629202671428,0.23775301023581147,0.8941745176008359
13,' ',8.431920824743882,0.7615001402824351,1.009127893322085,0.8583979746743093,0.6174988188274806,0.9542658664067099
14,' ',6.50115059743246,9.495056990066677,1.1708574935591631,1.4239299839845159,0.4238294974136928,0.43787633606739884
15,' ',5.353975481098652,7.600467004758286,1.2458762533085883,0.5743552992928972,0.49656913683925735,0.2941350136480452
16,' ',8.88960714223173,3.2195080116877306,1.2961822814776995,1.3350283877566864,0.6851160039267289,0.9869948932304847
17,' ',0.566189558083221,8.505467814604657,1.3442474486299274,1.2915041587703837,0.7822676611144578,0.7751379069923322
18,' ',0.09827331805125183,1.6077104312534196,1.2661198108164187,1.4789413565397744,0.30418738508404464,0.18235672609385406
19,' ',4.729677131466099,6.074637401679464,1.247514272778922,1.3324951012654072,0.3543057514114208,0.06386023280643428
20,' ',4.342189683494143,0.30697384896796076,1.3977971949600554,0.7533108705703112,0.397314382044198,0.5740680592291147
21,' ',0.45607258997042655,5.329867461580271,0.668028972435408,1.1087411157241038,0.3287102416641282,0.7909859481569195
22,' ',0.11693868810362162,9.593743526938766,1.0386567843599739,1.380327613812136,0.5712641476699575,0.6931096254309909
23,' ',8.082263400785687,2.1163235037386006,0.9017205119202111,0.63558456469659,0.0825047636017889,0.42361791577494706
24,' ',6.006788697850948,8.475709889950508,1.4944937570209684,0.733665151158871,0.5344192864951842,0.13238407385447798
25,' ',8.533426511210369,2.1847333269718594,0.8229485560000603,0.8683648135143825,0.3140733903830938,0.8430641495583044
26,' ',0.715791076709974,1.955319526690179,0.9204468065293243,0.7608617766901489,0.5391845920733076,0.956617688367858
27,' ',8.565377410749305,5.75454737158081,1.07529957160519,0.9240131162208673,0.7137415904635538,0.9520899480030589
28,' ',6.420739966842389,8.868862849187614,1.2243601199998617,1.117976375823303,0.24057838985626379,0.5248850180244395
29,' ',8.824702546440225,5.032954056364908,0.9297694723458602,1.0324605984622934,0.3243626667987342,0.3946779877408113
