ID, Label, Mean 0, Mean 1, Aff 0, Aff 1, Eff 0, Eff 1
0,' ',0.7352719771313687,13.060573474477016,1.285868816463299,0.9923007807901144,0.3727234326580412,0.6508255313972481
1,' ',0.12361433966020297,17.062097386479433,0.6123991892569963,0.7031191021063331,0.8329455704153104,0.6092858725529232
2,' ',6.507135690282656,6.64677985039316,0.6373484165868732,0.6758348880629219,0.252383556860754,0.11799724958609469
3,' ',25.496112231090596,18.99399082000364,1.3244693998754198,0.5561561071163638,0.2825352141128794,0.2583397265836809
4,' ',2.444783535434172,12.494042798810552,0.7533808187848028,0.5777612278315117,0.6729533144984656,0.05175896564119786
5,' ',1.1929710954575856,24.136461634759243,1.105848925506514,1.1564649576402255,0.5398288046175149,0.13502954171816697
6,' ',4.762918420722508,21.25822525853237,1.4058619191182822,1.241903621881546,0.6535938373090486,0.8463454906964057
7,' ',20.856332271983387,7.576860831473332,0.7413987546062673,1.4884011714966592,0.5344736046731132,0.2257277448198587
8,' ',1.3180330752499936,11.351879898703345,0.5396997002608599,0.5507429836754095,0.5579431300047033,0.0724789244724417
9,' ',3.933104068613357,12.422254931356646,1.1586550407014289,0.8172789584717097,0.7449108572928155,0.6587924545773951
10,' ',29.877661613608836,0.40069026108260797,1.2586590674052767,0.8309069903702363,0.35870919369455745,0.08209844666095217
11,' ',17.248688248859356,2.633721696396061,0.850208348998582,0.5274555854437407,0.9771786674124404,0.4610261906359872
12,' ',4.953761844629629,20.48887714433618,1.405978498386581,0.6937629202671428,0.23775301023581147,0.8941745176008359
13,' ',15.648775443424906,1.1346387897874244,1.009127893322085,0.8583979746743093,0.6174988188274806,0.9542658664067099
14,' ',17.54272787915714,24.571271359090815,1.1708574935591631,1.4239299839845159,0.4238294974136928,0.43787633606739884
15,' ',27.884403545042428,18.59641415408919,1.2458762533085883,0.5743552992928972,0.49656913683925735,0.2941350136480452
16,' ',22.987969382487382,2.459660396058041,1.2961822814776995,1.3350283877566864,0.6851160039267289,0.9869948932304847
17,' ',10.895320950673174,18.81905417687065,1.3442474486299274,1.2915041587703837,0.7822676611144578,0.7751379069923322
18,' ',3.7178211526029648,21.27035588407458,1.2661198108164187,1.4789413565397744,0.30418738508404464,0.18235672609385406
19,' ',29.132053869204928,29.51314228887078,1.247514272778922,1.3324951012654072,0.3543057514114208,0.06386023280643428
20,' ',16.588332417264663,16.29671435073493,1.3977971949600554,0.7533108705703112,0.397314382044198,0.5740680592291147
21,' ',6.671140914639368,24.34662976131535,0.668028972435408,1.1087411157241038,0.3287102416641282,0.7909859481569195
22,' ',8.337671515937133,24.770969429513595,1.0386567843599739,1.380327613812136,0.5712641476699575,0.6931096254309909
23,' ',23.122236002271,26.95113135533076,0.9017205119202111,0.63558456469659,0.0825047636017889,0.42361791577494706
24,' ',6.246859103346397,15.09721047848895,1.4944937570209684,0.733665151158871,0.5344192864951842,0.13238407385447798
25,' ',8.090754989846326,26.25921069096346,0.8229485560000603,0.8683648135143825,0.3140733903830938,0.8430641495583044
26,' ',10.735193495157043,17.684809169550512,0.9204468065293243,0.7608617766901489,0.5391845920733076,0.956617688367858
27,' ',13.918293235212237,27.9203905370657,1.07529957160519,0.9240131162208673,0.7137415904635538,0.9520899480030589
28,' ',27.506845274219863,29.063892050258936,1.2243601199998617,1.117976375823303,0.24057838985626379,0.5248850180244395
29,' ',23.017892676220026,21.506217392101036,0.9297694723458602,1.0324605984622934,0.3243626667987342,0.3946779877408113
